Assay,Sample Characteristic[organism],Sample Characteristic Ontology Term[organism],Sample Characteristic[strain],Sample Characteristic Ontology Term[strain],Sample Characteristic[sex],Sample Characteristic Ontology Term[sex],Sample Characteristic[age],Sample Characteristic Ontology Term[age],Sample Characteristic[organism part],Sample Characteristic Ontology Term[organism part],Sample Characteristic[cell type],Sample Characteristic Ontology Term[cell type],Sample Characteristic[facs marker],Sample Characteristic Ontology Term[facs marker],Factor Value[single cell identifier],Factor Value Ontology Term[single cell identifier],Factor Value[cell type],Factor Value Ontology Term[cell type]
LT_HSC_024,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_024,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_025,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_025,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_026,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_026,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_027,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_027,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_028,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_028,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_029,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_029,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_030,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_030,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_031,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_031,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_032,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_032,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_033,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_033,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_034,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_034,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_035,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_035,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_036,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_036,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_037,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_037,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_038,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_038,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_039,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_039,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_040,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_040,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_041,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_041,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_042,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_042,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_043,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_043,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_044,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_044,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_045,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_045,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_046,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_046,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_047,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_047,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_048,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_048,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_049,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_049,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_050,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_050,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_051,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_051,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_052,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_052,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_053,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_053,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_054,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_054,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_055,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_055,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_056,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_056,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_057,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_057,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_058,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_058,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_059,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_059,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_060,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_060,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_061,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_061,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_062,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_062,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_063,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_063,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_064,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_064,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_065,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_065,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_066,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_066,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_067,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_067,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_068,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_068,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_069,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_069,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_070,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_070,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
LT_HSC_071,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,C57BL/6,http://www.ebi.ac.uk/efo/EFO_0004472,female,http://purl.obolibrary.org/obo/PATO_0000383,8 to 12 week,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,Lin- Sca1+ c-Kit+ CD34- Flk2-,LT_HSC_071,long term hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002034,,,
